depth_mm,f_mhz,P_mpa,DC,eta,t_first_hr,n_sessions,spacing_hr,mean_gm2_day365,std_gm2_day365,reduction_pct
30.4205,0.6754,0.3785,0.02309,0.75155,33.412,5,68.062,32.7652,14.0724,74.9854
29.6918,0.4919,0.4707,0.01755,0.73753,79.909,5,53.910,40.8154,36.9156,68.8394
36.7697,0.9426,0.2918,0.02253,0.55814,19.717,1,59.887,45.2911,22.2676,65.4225
41.8606,1.0082,0.2962,0.01954,0.50907,50.547,2,59.388,34.3566,19.9676,73.7704
42.1232,0.6853,0.4837,0.01067,0.40878,40.452,1,94.496,35.1830,12.3118,73.1395
50.6093,0.7126,0.3804,0.02362,0.66262,74.392,1,42.777,33.4759,12.6544,74.4427
24.6830,0.6821,0.4158,0.01471,0.58875,77.705,2,36.550,52.6184,28.1207,59.8284
53.5527,0.9727,0.2196,0.01847,0.33079,8.145,3,65.325,34.9282,19.2514,73.3340
32.9245,1.0872,0.4158,0.02157,0.68406,38.686,2,93.419,39.5917,22.3425,69.7737
47.3668,0.7814,0.2823,0.01055,0.28166,68.216,3,18.338,35.7026,15.5660,72.7428
41.2524,0.8593,0.2679,0.01724,0.44652,34.584,5,83.528,33.8544,13.5115,74.1538
40.6837,0.6002,0.2995,0.01069,0.34052,31.896,1,81.172,46.5349,22.3110,64.4729
46.3712,0.6756,0.1785,0.01562,0.29387,40.526,3,70.093,42.5106,16.4578,67.5452
29.3483,0.4021,0.2804,0.01680,0.57747,77.978,4,20.195,37.1537,10.2339,71.6350
42.3268,0.4611,0.3420,0.01273,0.46202,6.181,2,95.521,24.5672,18.0273,81.2442
45.7497,0.8217,0.3242,0.00900,0.26527,15.748,1,16.823,37.4683,17.4524,71.3948
53.0303,0.5246,0.3271,0.00753,0.24769,48.274,4,18.085,48.8788,24.5295,62.6835
24.9680,0.8091,0.2668,0.02226,0.60489,71.371,3,69.579,45.8471,33.3467,64.9980
25.2819,0.7390,0.4194,0.00749,0.29609,22.756,4,13.491,32.8621,12.4565,74.9114
26.8471,0.9112,0.4608,0.00353,0.13721,8.014,2,54.947,48.8923,25.4981,62.6731
45.4371,0.5365,0.4295,0.01666,0.64022,36.701,1,48.371,34.8034,14.7628,73.4293
38.9423,0.4352,0.2220,0.00312,0.08428,28.946,3,47.240,39.8091,14.5635,69.6077
45.7114,0.6672,0.4039,0.01124,0.40176,68.890,1,39.263,46.5022,25.4380,64.4978
44.0000,1.0322,0.1803,0.01194,0.19108,29.440,5,77.282,50.0472,38.5358,61.7914
27.3425,1.0285,0.1508,0.00482,0.07941,35.164,2,94.616,33.5165,14.8047,74.4118
30.3484,0.8343,0.4931,0.01234,0.48436,33.659,3,18.099,51.2623,28.2618,60.8637
56.3139,0.7117,0.3730,0.00303,0.09583,73.830,4,48.140,42.7483,26.2790,67.3638
43.3964,1.0696,0.3132,0.01591,0.41382,47.703,2,19.780,28.9335,12.3261,77.9107
28.5185,0.8407,0.3984,0.01107,0.41186,79.554,2,70.439,39.3458,18.8851,69.9614
29.4968,0.8296,0.4113,0.01045,0.39219,37.202,2,28.054,32.8264,13.1185,74.9387
22.5937,0.6312,0.4847,0.01071,0.45247,60.243,3,64.780,50.4967,27.4074,61.4482
52.7803,0.9090,0.3848,0.01095,0.32593,2.034,3,77.660,38.5826,29.0703,70.5441
39.6249,0.7968,0.3809,0.00403,0.13835,29.851,1,70.010,31.0933,19.5507,76.2618
34.2767,0.4806,0.4225,0.00473,0.19131,51.674,2,81.770,66.8884,38.8785,48.9340
36.8332,0.6072,0.2040,0.00599,0.14086,1.591,3,85.812,30.3980,12.9404,76.7926
45.8755,0.7668,0.2074,0.02265,0.41350,68.403,4,41.511,36.8025,20.2636,71.9031
36.1954,0.6050,0.4153,0.02241,0.77223,9.546,2,45.659,25.4517,13.8665,80.5688
50.0582,0.7059,0.1618,0.01817,0.29884,24.311,2,28.018,32.7229,10.2766,75.0177
42.5141,1.0950,0.4309,0.02273,0.63493,79.962,3,47.714,36.7064,10.8976,71.9765
51.1002,0.7458,0.2479,0.01840,0.43525,73.216,3,28.678,35.1213,23.6751,73.1866
27.1533,1.0091,0.1821,0.00692,0.13667,94.802,2,65.782,45.3630,26.9651,65.3675
51.1391,0.5845,0.2518,0.00446,0.11751,61.203,5,44.490,51.9605,40.2755,60.3307
46.9199,0.4436,0.2307,0.02082,0.53851,57.111,5,78.310,38.9814,15.1745,70.2396
21.5734,0.4334,0.2892,0.00657,0.23556,83.268,3,68.990,35.9848,14.9819,72.5274
26.4648,0.7615,0.4570,0.02331,0.80103,13.079,2,30.241,32.6562,16.6532,75.0686
59.1042,0.9231,0.4337,0.01398,0.41884,33.192,5,52.847,31.4000,15.9622,76.0276
27.0527,0.4503,0.2199,0.00651,0.18306,17.331,5,81.732,46.1043,30.4436,64.8016
25.5523,0.7881,0.3973,0.01775,0.68073,74.402,1,36.467,43.4764,22.1759,66.8079
53.2502,0.5856,0.4757,0.01216,0.45805,32.681,5,87.172,49.8434,27.2203,61.9470
22.3506,1.0978,0.2176,0.00996,0.23928,12.883,4,94.746,30.5127,13.7107,76.7050
29.9521,0.4394,0.4688,0.02415,0.84863,24.629,3,82.355,42.4699,20.7713,67.5763
55.6665,0.9770,0.2746,0.00439,0.09433,36.210,1,45.262,56.1730,12.9957,57.1147
50.9547,0.6641,0.3573,0.02155,0.65396,38.204,5,34.687,40.6699,25.5776,68.9505
56.7636,0.6142,0.3850,0.01723,0.58251,12.962,2,59.716,49.7297,31.2923,62.0338
50.4930,0.4240,0.3405,0.01733,0.61895,19.863,1,62.227,27.7851,10.3482,78.7875
33.1851,0.8713,0.3841,0.01062,0.37354,29.420,5,63.167,38.1211,17.4187,70.8964
59.3641,0.8357,0.3920,0.01145,0.34084,37.977,2,73.570,40.2858,36.3814,69.2437
43.3018,0.7990,0.3157,0.01357,0.40437,35.061,5,60.694,39.9046,28.2008,69.5348
29.0652,0.6479,0.4305,0.01750,0.69785,61.465,1,72.532,40.8116,21.1410,68.8424
45.2098,0.9820,0.4634,0.01138,0.38040,43.056,2,17.223,36.2758,14.1141,72.3052
48.6733,0.5700,0.2092,0.01297,0.29564,77.321,2,75.193,32.3556,20.7738,75.2981
38.9184,0.5111,0.2286,0.01321,0.35523,52.081,2,24.798,42.6157,17.4865,67.4650
28.8223,1.0919,0.2218,0.00363,0.08207,41.219,3,44.928,27.0144,10.1304,79.3758
22.5445,0.4284,0.2403,0.01074,0.33441,84.309,4,19.404,36.7398,15.3570,71.9510
24.4571,0.9301,0.4072,0.01696,0.64137,68.295,3,84.652,41.6310,26.0536,68.2167
33.5180,0.5373,0.3839,0.01268,0.49032,88.986,1,61.264,39.8167,32.6703,69.6019
54.4587,0.9488,0.1796,0.01836,0.27463,30.317,4,75.847,51.7585,29.2422,60.4849
57.8175,0.6900,0.3484,0.01644,0.50090,12.033,2,23.633,33.3163,16.8325,74.5646
25.2552,0.8584,0.4105,0.01705,0.65311,74.843,1,28.795,35.1638,19.6816,73.1541
23.8501,0.6342,0.1690,0.01039,0.22115,60.566,5,69.749,38.3645,22.2298,70.7106
34.2983,0.6445,0.2051,0.01521,0.36022,0.781,2,15.018,25.4858,15.1313,80.5428
33.1039,0.7771,0.2309,0.00566,0.14308,1.529,5,78.531,30.0962,16.2556,77.0230
35.8492,0.4870,0.4228,0.02365,0.80405,28.771,1,79.767,63.9939,51.4522,51.1437
30.2953,0.4859,0.2386,0.00934,0.27469,69.913,3,66.445,36.1259,14.8767,72.4196
51.4886,0.9533,0.2430,0.01189,0.24227,88.359,3,80.755,31.7963,14.2226,75.7251
24.5141,0.5293,0.3161,0.01974,0.72294,26.067,3,6.443,40.2228,28.9250,69.2918
55.4506,0.5450,0.1838,0.02017,0.39405,47.984,4,74.595,41.9033,23.9476,68.0089
29.3008,0.6791,0.4747,0.01099,0.44557,88.876,5,70.931,41.0291,23.1794,68.6763
33.1542,0.5409,0.4618,0.01590,0.65086,49.440,1,39.094,49.7312,18.8591,62.0327
38.0997,1.0516,0.1816,0.00848,0.14483,49.370,4,7.293,30.1582,13.6678,76.9757
26.3035,0.9889,0.3365,0.02335,0.66993,3.864,1,63.420,34.1533,22.4649,73.9256
33.1223,0.9646,0.3882,0.01135,0.39000,19.795,1,22.033,40.6970,13.4484,68.9299
40.0291,0.7569,0.2454,0.01411,0.35880,36.909,4,57.598,36.8460,17.6655,71.8699
56.7445,0.7371,0.3726,0.02181,0.62251,48.112,4,41.771,36.6756,15.0887,72.0000
52.9563,1.0047,0.2970,0.00713,0.16569,38.546,5,82.695,45.2194,33.8781,65.4772
55.7304,0.5611,0.3980,0.01131,0.40064,48.617,5,84.265,30.2152,9.1772,76.9322
27.1678,0.8993,0.3599,0.00553,0.19561,17.415,2,32.388,39.0700,25.3828,70.1720
26.3428,1.0948,0.4664,0.02315,0.75182,1.492,4,61.770,28.6266,28.6940,78.1450
35.6841,0.6187,0.2022,0.00409,0.09576,80.846,4,31.731,40.0259,26.1435,69.4422
25.3518,0.4658,0.4234,0.01802,0.75381,36.599,1,83.325,31.0032,14.7120,76.3305
25.9310,0.7062,0.4454,0.00991,0.39982,13.436,3,57.152,24.5629,15.0117,81.2474
24.7364,1.0312,0.4648,0.02007,0.77060,72.214,1,79.097,47.8349,18.8588,63.4804
50.1793,0.5122,0.4190,0.01379,0.52108,47.459,4,31.801,32.9724,13.8616,74.8272
28.2777,0.4923,0.1833,0.02334,0.46707,13.680,5,64.168,34.2018,8.1046,73.8886
55.2903,0.8308,0.4897,0.01797,0.60836,34.294,1,18.872,36.3283,11.4455,72.2651
42.9622,0.5571,0.3401,0.01663,0.57835,9.719,3,91.420,37.0915,28.1240,71.6824
27.6470,0.4912,0.3535,0.01977,0.76459,90.038,4,20.952,57.5202,70.2754,56.0861
48.6626,0.9497,0.1569,0.02312,0.28139,43.443,3,44.261,36.7434,16.8766,71.9482
45.9951,0.6068,0.4970,0.01653,0.64229,26.857,5,83.471,32.3543,9.5503,75.2991
31.7727,0.7859,0.2655,0.00777,0.22324,2.464,5,12.075,24.9130,10.2119,80.9801
51.0712,0.8311,0.2263,0.00352,0.07278,93.246,4,7.864,36.7481,18.4169,71.9446
58.3929,0.8422,0.1736,0.01367,0.20498,46.090,1,59.006,34.7975,12.8181,73.4338
59.3749,0.6025,0.2681,0.02014,0.52321,67.976,4,58.754,32.7970,22.6317,74.9610
59.5310,0.6905,0.4266,0.00796,0.26754,64.319,4,80.068,41.3891,16.6185,68.4014
22.4924,0.5313,0.4463,0.00644,0.27213,80.449,2,54.603,47.7325,36.5822,63.5585
32.4474,1.0635,0.3249,0.01299,0.39160,92.252,4,7.947,44.6043,29.4953,65.9468
21.9987,0.4737,0.4038,0.01587,0.66088,7.580,1,70.260,29.4880,20.4910,77.4873
24.2502,0.9194,0.2795,0.00765,0.23414,30.003,5,71.199,36.3718,20.1603,72.2319
32.4775,1.0020,0.3154,0.00953,0.28736,30.108,1,43.491,61.6270,36.5545,52.9508
35.1965,0.5208,0.1518,0.01007,0.18820,66.042,2,83.937,44.4099,33.2242,66.0952
20.1803,0.8431,0.2930,0.00866,0.28965,10.984,4,31.264,29.8463,8.6991,77.2138
54.2477,0.6038,0.4177,0.02364,0.71355,72.557,1,9.925,64.6465,80.0945,50.6456
29.7951,0.9703,0.1957,0.01921,0.39978,91.555,1,13.035,53.8155,25.5189,58.9145
25.4417,0.6637,0.4963,0.01909,0.79568,72.424,1,12.103,43.4769,15.3583,66.8075
32.3310,0.9650,0.2834,0.01975,0.55744,56.864,3,38.479,32.9151,24.2055,74.8709
23.7452,0.6334,0.1896,0.01962,0.46565,5.101,2,81.380,33.8618,28.1919,74.1482
48.7752,0.4778,0.2505,0.00524,0.14757,72.864,4,52.613,41.5593,21.1646,68.2715
43.0121,0.7104,0.2326,0.00636,0.15415,41.941,1,93.540,38.2495,26.3647,70.7984
42.9067,1.0388,0.1641,0.02469,0.29666,58.066,5,50.482,39.9381,24.8348,69.5092
34.3915,0.9693,0.1951,0.01234,0.24363,79.747,3,85.938,39.4714,22.4870,69.8655
32.5855,0.4801,0.3745,0.02188,0.78083,19.195,4,89.246,51.3674,31.7922,60.7835
56.2677,0.6815,0.4925,0.01858,0.66936,55.400,5,14.693,43.1189,17.5305,67.0808
49.4219,1.0889,0.2100,0.01569,0.26256,8.773,4,92.362,37.1908,19.0399,71.6066
43.4928,0.8665,0.3625,0.01785,0.56401,8.318,2,59.288,37.6909,21.2379,71.2248
39.9111,1.0617,0.2155,0.01621,0.31641,82.411,1,59.860,54.6507,30.3111,58.2768
52.1876,0.8444,0.4210,0.02007,0.64768,58.086,2,56.351,57.7855,48.6860,55.8836
59.3048,0.9747,0.2034,0.01809,0.28312,58.930,3,12.606,43.8625,19.2839,66.5131
23.1958,1.0444,0.2703,0.01232,0.35918,88.685,2,9.280,44.1769,42.2857,66.2731
21.4899,0.9920,0.3203,0.00981,0.33285,42.009,1,40.419,41.9568,27.2042,67.9680
47.6375,0.9443,0.3123,0.02234,0.52973,64.474,3,37.396,37.5788,26.5936,71.3104
23.7658,0.8995,0.2628,0.00560,0.16498,59.730,1,71.868,33.7898,11.1793,74.2031
39.5690,0.4218,0.1536,0.02028,0.38589,71.322,2,70.818,35.8468,12.1365,72.6327
43.9526,0.8845,0.3226,0.01289,0.37292,35.417,3,30.305,37.7401,21.5385,71.1873
38.6163,0.7336,0.1661,0.01053,0.19078,49.969,2,8.159,30.6646,13.5401,76.5891
27.7180,0.5693,0.3735,0.01578,0.61345,39.655,5,41.100,30.6275,12.8165,76.6174
22.8981,0.7491,0.1615,0.02209,0.39803,69.229,5,18.499,54.2521,43.4490,58.5812
56.5246,0.4293,0.4125,0.02359,0.76170,28.645,2,10.824,36.5130,14.4989,72.1241
23.1313,1.0062,0.1667,0.00726,0.13833,80.264,3,43.501,42.4051,23.3514,67.6258
32.2956,0.6172,0.3790,0.01026,0.38807,55.232,5,85.843,35.1636,19.7079,73.1543
30.9443,0.5766,0.2955,0.01128,0.37873,69.131,2,7.914,37.6288,15.9655,71.2723
23.3242,0.8172,0.2236,0.00800,0.21056,39.742,1,42.156,33.3774,31.7716,74.5180
45.0381,0.9288,0.2884,0.02469,0.51357,93.982,4,67.472,38.6663,19.4587,70.4802
57.9776,0.6963,0.2560,0.00517,0.12315,29.518,1,16.320,44.0916,37.0302,66.3382
50.8667,0.5726,0.4483,0.00403,0.15170,66.659,4,31.864,40.9293,22.3583,68.7525
36.7812,1.0508,0.3965,0.00964,0.31509,66.072,5,63.980,33.7210,14.0498,74.2557
53.8233,0.8025,0.1524,0.01627,0.23240,65.336,3,22.645,42.0655,24.8680,67.8850
29.8385,0.4262,0.2149,0.01124,0.30830,31.003,4,61.518,38.7197,18.8880,70.4394
36.9654,0.9565,0.1650,0.02286,0.33087,14.166,1,81.237,80.4030,56.1593,38.6162
54.0643,0.7241,0.3936,0.01558,0.51156,58.290,5,44.153,52.0783,37.9121,60.2408
44.9644,0.7019,0.4637,0.01253,0.46561,59.354,3,55.561,39.3973,16.8954,69.9221
37.0754,0.9045,0.3658,0.00501,0.16482,19.045,4,72.997,40.0634,23.6542,69.4135
24.1386,0.9214,0.2576,0.01160,0.33302,44.238,2,15.132,35.2816,14.2771,73.0642
21.1927,0.9037,0.2093,0.00701,0.17336,88.651,1,54.766,47.6179,35.4877,63.6460
58.8791,0.5588,0.3257,0.02280,0.62565,13.092,1,48.591,53.1701,32.5092,59.4072
59.2444,0.8937,0.2227,0.01623,0.29325,0.605,3,49.915,21.7116,6.8704,83.4242
25.8367,0.9610,0.2270,0.01317,0.32900,38.564,5,86.336,41.2451,22.2507,68.5113
32.1667,0.4460,0.4281,0.00714,0.29431,62.177,1,61.180,45.3892,41.5025,65.3476
53.8566,0.5765,0.2989,0.01972,0.59018,84.937,4,13.928,37.7686,23.3986,71.1655
23.5391,0.7527,0.1728,0.01146,0.24145,79.826,5,21.426,38.5736,21.5233,70.5509
45.6265,1.0072,0.3235,0.00973,0.26129,49.811,1,23.233,45.3680,53.4069,65.3638
39.9529,0.6254,0.1796,0.02118,0.40597,10.542,2,35.653,35.1792,15.2280,73.1424
30.7920,0.5618,0.4568,0.00304,0.12476,38.409,3,83.151,29.6690,11.5312,77.3492
34.9650,0.8832,0.4598,0.00890,0.32969,89.101,4,80.698,44.9896,21.8234,65.6526
50.2758,1.0203,0.2785,0.00717,0.16086,5.453,4,68.918,40.2728,41.7430,69.2536
51.0259,0.7170,0.4682,0.01901,0.68299,14.067,2,41.248,30.3579,10.8602,76.8232
51.7244,0.6200,0.2254,0.00850,0.19784,46.222,4,12.858,51.9023,44.0173,60.3751
23.9629,0.6036,0.3092,0.01046,0.37279,69.517,2,69.538,36.7285,23.4476,71.9596
50.4642,0.5629,0.2426,0.02439,0.51828,82.452,2,41.661,32.8673,20.1660,74.9074
24.4678,0.7801,0.4065,0.00976,0.38037,59.219,2,64.260,34.9886,26.3822,73.2879
29.8916,0.4949,0.1990,0.00922,0.23049,87.747,3,93.820,42.8389,43.8801,67.2946
35.3518,0.6348,0.1966,0.00965,0.21907,6.255,5,49.443,29.7404,12.5921,77.2947
53.8723,0.4673,0.3341,0.00557,0.19027,45.716,3,30.565,34.5838,17.5790,73.5970
59.2611,0.6163,0.1811,0.00561,0.10157,91.239,2,57.003,44.8534,33.8140,65.7566
36.7586,0.6456,0.4999,0.01300,0.51948,4.375,3,81.446,30.3672,14.8520,76.8161
22.7219,0.5125,0.3729,0.01492,0.59896,33.150,2,95.017,37.3313,11.6256,71.4994
54.0745,0.8028,0.2618,0.00337,0.07892,79.148,1,30.517,38.6127,25.2935,70.5211
27.7336,0.9008,0.3908,0.02159,0.73145,5.606,3,50.160,19.3894,9.7235,85.1971
41.1053,0.8448,0.3774,0.01748,0.58021,68.708,3,58.596,39.9780,25.5493,69.4787
53.9247,0.8909,0.1946,0.01250,0.21014,53.687,3,45.903,43.5874,33.0481,66.7232
55.0547,0.4536,0.4256,0.01191,0.45551,43.403,5,83.823,38.2412,21.1328,70.8047
29.4304,0.8551,0.2672,0.00451,0.12969,54.186,5,43.828,37.4255,16.8483,71.4275
33.9206,0.5806,0.2610,0.00790,0.23745,62.132,4,85.387,35.8515,22.2923,72.6291
44.3322,0.7629,0.1599,0.02464,0.32977,70.808,5,86.758,34.8188,15.9293,73.4175
39.5345,0.8271,0.3504,0.01680,0.54503,61.235,4,94.909,51.9884,35.3318,60.3094
33.9553,0.7466,0.3718,0.00618,0.22102,93.944,3,20.924,35.7250,16.4584,72.7257
49.8662,0.7148,0.2358,0.00805,0.18717,25.565,4,29.400,28.6110,11.4140,78.1569
41.0605,0.9803,0.2475,0.02117,0.45616,40.004,4,60.576,35.1847,10.2099,73.1382
45.9672,0.9922,0.1800,0.01646,0.26295,27.964,2,37.357,49.8200,28.1301,61.9649
37.1264,0.9206,0.4043,0.01461,0.50252,43.155,4,11.172,58.0538,43.9662,55.6787
43.7791,0.4349,0.2583,0.01179,0.35563,2.981,4,13.588,23.6968,10.7071,81.9086
52.2731,0.6391,0.2885,0.01409,0.39991,65.103,4,76.296,40.5577,21.1532,69.0362
51.3173,0.5502,0.2433,0.02348,0.52086,78.693,1,57.398,56.1018,32.5565,57.1690
39.7418,0.7103,0.1818,0.01198,0.23665,65.711,2,87.126,29.3472,15.6330,77.5948
27.7294,0.6657,0.3809,0.01391,0.53284,5.181,4,45.154,24.1038,13.3075,81.5979
55.6070,0.7189,0.4206,0.00696,0.23438,3.991,3,74.683,39.5442,27.4838,69.8099
57.2681,1.0501,0.1674,0.01749,0.22282,76.359,3,19.950,36.1584,14.4175,72.3948
36.0930,1.0740,0.4343,0.00894,0.30404,14.925,3,40.365,32.5493,17.7506,75.1502
52.1700,0.7706,0.4583,0.00704,0.24386,10.696,3,25.390,39.7989,15.6274,69.6154
55.2956,0.5403,0.3650,0.02106,0.68811,13.260,5,82.071,32.0097,13.4043,75.5622
25.1046,0.9453,0.3018,0.01247,0.39805,75.674,3,56.169,65.2476,72.1982,50.1867
23.5825,0.6659,0.2445,0.01828,0.54074,78.480,1,17.339,34.4091,21.6330,73.7303
57.3179,0.8263,0.4989,0.00742,0.25011,49.837,5,59.804,51.4881,21.6524,60.6913
45.9196,0.4764,0.4711,0.00434,0.17401,82.799,1,44.308,35.0208,17.0216,73.2633
51.3863,1.0458,0.2752,0.02057,0.43152,71.396,2,6.881,45.1588,41.6260,65.5235
36.5161,1.0314,0.3514,0.00307,0.09449,82.863,2,7.522,40.0923,17.6068,69.3915
55.8454,0.9680,0.2756,0.00444,0.09598,87.191,4,50.686,50.7400,30.8615,61.2625
39.1234,0.5061,0.2427,0.00546,0.15467,23.206,1,38.375,37.8722,16.5888,71.0864
58.2927,0.4954,0.4031,0.01711,0.62282,79.512,3,75.112,41.8774,19.0137,68.0287
25.5035,0.6834,0.4085,0.00368,0.14589,78.122,5,46.422,36.8743,16.5363,71.8482
44.2691,0.4117,0.4734,0.01381,0.56896,43.563,5,15.109,43.8952,28.4410,66.4882
48.0887,0.5719,0.3683,0.00868,0.30539,54.482,3,83.021,37.6473,19.3436,71.2581
41.4923,0.4512,0.2306,0.01340,0.36813,25.979,5,12.435,34.1624,14.9689,73.9187
29.6974,0.6081,0.1899,0.01515,0.34896,66.572,5,73.476,51.2993,19.1693,60.8355
48.4660,0.5070,0.2303,0.00452,0.11658,1.209,4,19.327,32.2387,17.2455,75.3873
41.4512,0.4824,0.2762,0.01975,0.62112,69.478,1,10.010,31.9655,10.7143,75.5959
55.7018,0.9479,0.4774,0.00470,0.14894,38.161,3,72.687,31.8732,13.8780,75.6664
26.6538,0.9453,0.3532,0.01954,0.67856,19.245,4,25.716,25.3315,10.7923,80.6606
22.4424,0.7548,0.4924,0.00606,0.25190,46.139,4,68.578,46.4727,28.6280,64.5204
21.2179,0.7178,0.2544,0.01049,0.32180,72.712,5,63.279,69.9502,42.5462,46.5964
34.8983,0.7544,0.3155,0.00978,0.31570,52.358,5,73.058,41.7546,21.6364,68.1224
24.2936,0.8793,0.2283,0.02222,0.52258,49.317,4,76.534,44.9310,24.8145,65.6973
57.4384,0.6285,0.2873,0.02214,0.55126,39.921,3,11.966,29.8604,17.6986,77.2031
26.4134,1.0951,0.2878,0.01506,0.43886,48.473,5,60.047,37.0045,23.2502,71.7489
22.3466,0.7106,0.4367,0.00556,0.22714,2.932,5,94.068,28.7247,14.6866,78.0701
51.2231,0.7121,0.4693,0.01669,0.60066,63.909,5,25.793,36.2974,18.4385,72.2887
28.5862,0.7523,0.3153,0.01089,0.36736,10.020,2,81.851,25.5114,10.4641,80.5233
57.9179,0.8103,0.1763,0.00450,0.07022,40.560,2,79.523,42.1308,15.3862,67.8352
37.2515,1.0923,0.3503,0.01932,0.57644,67.322,1,43.716,46.7496,31.3057,64.3089
45.6450,0.8089,0.4517,0.01597,0.56388,11.226,3,38.039,38.6493,24.7320,70.4931
20.8522,0.8102,0.4800,0.02297,0.82702,85.144,1,45.140,49.9865,49.5943,61.8378
32.3591,0.5206,0.2979,0.02021,0.68244,21.729,2,93.139,33.1015,15.8309,74.7286
57.9262,0.7662,0.2690,0.02045,0.47531,77.082,5,34.835,37.8558,27.7788,71.0989
53.2076,1.0769,0.3608,0.02107,0.51788,61.940,1,73.452,45.2506,37.7947,65.4533
32.6882,0.7303,0.3104,0.02435,0.65371,23.432,1,15.078,33.9202,17.9202,74.1035
56.9485,1.0267,0.3956,0.01844,0.50371,82.282,4,85.790,45.2947,22.7293,65.4197
33.6491,0.5710,0.4408,0.01214,0.48689,24.924,4,91.461,42.5591,17.6277,67.5082
24.8703,0.7429,0.3047,0.00872,0.29581,40.481,5,83.424,54.6771,35.2719,58.2567
24.1941,0.4854,0.3628,0.01060,0.42078,13.292,1,42.192,35.0330,14.1327,73.2540
20.6697,0.5915,0.1646,0.01133,0.24292,67.878,1,33.458,34.9205,11.8984,73.3399
40.5962,0.7028,0.1680,0.01430,0.26161,23.391,5,27.810,51.2787,34.6887,60.8512
34.3241,0.9281,0.2957,0.02390,0.58046,93.091,1,21.160,43.1903,20.9091,67.0263
45.1272,0.9424,0.4166,0.01665,0.54128,0.850,2,73.968,36.4963,19.9878,72.1368
50.3543,1.0438,0.3641,0.01148,0.31404,76.340,2,27.377,46.4377,22.7042,64.5471
46.5930,1.0886,0.1710,0.01855,0.26629,77.737,5,37.658,37.3006,11.8068,71.5228
29.6317,0.4850,0.4440,0.02343,0.83174,33.338,3,85.005,30.6059,18.7665,76.6339
47.0345,0.7981,0.4871,0.01812,0.65186,78.272,2,27.855,40.2293,20.7571,69.2869
51.6459,0.5351,0.2965,0.00315,0.09696,4.179,5,15.561,31.5424,17.9003,75.9189
41.9087,0.7698,0.2070,0.01978,0.42119,34.157,5,31.583,32.9798,15.4055,74.8215
53.3662,0.6838,0.1768,0.02476,0.35281,50.738,5,46.044,43.6571,24.4296,66.6699
24.9314,0.9186,0.3151,0.00697,0.23104,16.022,2,9.166,41.4914,23.2631,68.3233
45.8279,0.9370,0.1772,0.01436,0.23352,88.469,5,28.948,41.6602,31.3545,68.1945
25.3911,0.8291,0.4978,0.00538,0.21771,90.490,5,88.919,48.4558,42.5626,63.0064
57.1844,0.5215,0.2577,0.01327,0.35793,89.580,5,53.389,31.8863,9.5826,75.6564
59.9039,0.9179,0.1554,0.01494,0.19033,27.139,4,66.010,59.4297,38.6994,54.6283
56.1402,0.7642,0.3513,0.00364,0.10795,60.222,3,66.459,48.0436,29.7683,63.3211
48.4155,0.8025,0.1596,0.00381,0.05938,86.015,1,57.226,55.9566,38.2046,57.2798
26.7788,0.7110,0.4732,0.02032,0.81419,89.369,4,81.040,53.6534,44.1490,59.0383
51.5592,1.0529,0.1577,0.01326,0.17094,95.933,3,31.745,43.7046,23.4148,66.6337
26.9399,0.6660,0.2300,0.00412,0.11310,29.961,4,12.362,34.7306,14.8318,73.4848
51.6135,0.9537,0.4434,0.02166,0.63244,41.067,5,14.482,34.9235,21.4499,73.3376
42.0106,0.7933,0.2481,0.00639,0.15861,51.305,5,42.687,28.4732,6.0547,78.2621
49.8687,0.9527,0.4352,0.02133,0.63613,16.997,3,91.921,40.0500,27.2159,69.4238
47.5374,0.5788,0.2877,0.00967,0.29079,20.880,2,13.722,40.5029,24.3422,69.0780
44.6083,0.6992,0.4296,0.02359,0.72719,4.698,5,40.265,26.3819,12.2285,79.8587
55.6213,1.0806,0.4628,0.02130,0.58527,87.344,5,79.966,35.2481,23.2750,73.0898
51.9149,0.6790,0.4752,0.01076,0.39237,67.913,5,91.534,50.6126,42.6934,61.3597
26.4683,1.0691,0.3981,0.01730,0.61842,29.281,1,65.798,43.5132,19.9727,66.7798
46.0975,0.9598,0.4202,0.01696,0.54551,52.306,2,18.652,42.0368,32.6770,67.9069
29.5423,0.7708,0.1722,0.01088,0.21625,79.477,1,32.921,44.2714,16.4144,66.2009
46.1316,0.6058,0.2398,0.00902,0.23190,27.033,5,66.403,40.0492,15.5820,69.4244
31.3083,1.0652,0.1983,0.01434,0.28651,65.783,1,25.374,47.2507,28.0834,63.9264
37.4817,0.6606,0.3867,0.00744,0.27299,12.772,2,16.930,46.8691,30.1686,64.2177
31.6644,0.8158,0.2393,0.01548,0.40294,80.225,5,89.484,25.7251,6.9458,80.3601
45.8583,1.0442,0.2194,0.00322,0.06007,42.568,1,37.926,81.1977,51.6890,38.0095
35.1392,0.9934,0.3370,0.02120,0.61685,57.664,5,51.914,39.8567,18.7254,69.5714
22.1770,0.8697,0.3251,0.02457,0.69964,85.529,2,44.879,53.6001,41.0295,59.0789
48.5409,0.7365,0.3253,0.01435,0.43310,38.738,5,57.474,28.1689,9.1336,78.4944
22.6841,0.7579,0.4162,0.01413,0.56350,13.223,5,15.448,23.3155,10.2534,82.1997
