depth_mm,f_mhz,P_mpa,DC,eta,t_first_hr,n_sessions,spacing_hr,mean_gm2_day365,std_gm2_day365,reduction_pct
20.3182,0.4612,0.2277,0.01521,0.45352,12.926,2,84.047,25.8731,13.8043,80.2472
54.1537,1.0326,0.4271,0.00625,0.18251,1.141,2,54.140,30.6118,14.3647,76.6294
44.0161,0.7219,0.3941,0.01701,0.59377,50.254,1,39.529,35.4730,17.4504,72.9181
27.5052,0.4077,0.4384,0.02423,0.84784,82.083,3,87.866,38.3169,13.8242,70.7469
55.0091,0.8765,0.2813,0.00887,0.20920,24.234,2,36.117,37.3772,19.6331,71.4643
27.4364,0.6294,0.2947,0.01087,0.36577,21.401,2,48.809,60.1159,49.9167,54.1044
34.6521,0.7279,0.4191,0.02272,0.75332,31.609,2,41.792,38.1188,15.0117,70.8981
45.0626,0.6932,0.2580,0.00794,0.20964,71.517,4,11.470,39.3237,18.1432,69.9783
34.4025,1.0900,0.3908,0.01791,0.58622,30.384,4,81.399,39.8582,11.4621,69.5702
27.8598,0.4828,0.2239,0.01112,0.31345,11.264,5,83.567,37.9081,13.3991,71.0590
20.9925,0.9092,0.2912,0.01996,0.65040,46.176,3,7.648,46.1812,16.5773,64.7429
42.6160,0.4547,0.2504,0.00394,0.11542,39.016,3,61.058,43.5395,20.0035,66.7597
21.7323,1.0734,0.1579,0.02426,0.36157,32.744,4,22.790,36.8810,16.4195,71.8432
50.4296,1.0708,0.1731,0.00334,0.04684,11.284,5,21.558,34.2846,18.8862,73.8254
22.8266,0.5570,0.3483,0.01741,0.67229,77.895,4,86.459,39.7932,18.6087,69.6198
53.2395,0.9521,0.3969,0.00505,0.14915,84.835,1,90.561,32.0914,16.2193,75.4998
50.6892,0.6362,0.3360,0.02322,0.63986,72.803,1,25.865,35.9573,19.0069,72.5484
35.2258,0.7422,0.3453,0.01090,0.37277,95.185,2,38.841,43.6651,24.6545,66.6638
39.9970,0.9162,0.2614,0.01573,0.39287,6.677,4,15.894,45.3410,36.1237,65.3843
57.8567,0.7602,0.1881,0.01764,0.30273,50.891,5,43.415,40.6534,16.5054,68.9631
35.8806,1.0153,0.2567,0.01048,0.25714,45.763,4,39.645,51.2083,29.6528,60.9050
40.6759,0.7020,0.4663,0.02020,0.76026,35.614,3,79.810,46.5260,40.8122,64.4797
20.4610,0.6339,0.1627,0.01269,0.26682,18.574,5,87.702,40.4210,18.9060,69.1406
38.5884,1.0492,0.1559,0.02202,0.29627,16.137,2,46.346,34.9606,10.3241,73.3093
58.7268,0.4297,0.4949,0.01063,0.42238,94.053,4,77.630,32.0486,13.4005,75.5324
46.4403,0.7359,0.4586,0.02375,0.72599,33.081,2,50.323,32.6991,10.7977,75.0358
47.1200,0.4118,0.4622,0.02021,0.81375,62.308,3,30.588,43.2433,26.2478,66.9858
35.9393,0.6000,0.4119,0.02062,0.77207,71.821,5,30.812,46.1944,22.3189,64.7329
59.0571,0.4530,0.3927,0.01311,0.48056,83.746,5,94.998,49.5436,22.8208,62.1758
53.9394,0.4087,0.3678,0.02107,0.73948,20.504,5,62.415,49.9891,24.0187,61.8357
21.7501,0.8313,0.3583,0.01057,0.39406,44.619,3,40.450,47.6114,19.3817,63.6510
38.5090,0.4094,0.4770,0.01824,0.76440,54.590,1,33.203,46.8326,30.5230,64.2456
46.8475,0.5912,0.2333,0.01115,0.28062,52.351,5,75.177,33.0703,8.5609,74.7525
28.2970,0.8425,0.2390,0.01658,0.43980,91.951,3,80.040,54.3238,38.6371,58.5264
38.2718,0.7024,0.3233,0.01412,0.46140,47.606,5,23.141,46.2966,23.6311,64.6548
37.5714,0.9212,0.4197,0.01105,0.38504,84.430,1,60.223,29.1523,16.1249,77.7436
31.5808,0.6212,0.1739,0.01525,0.31800,2.758,1,28.502,27.4475,13.0523,79.0451
48.4066,0.4848,0.1581,0.01181,0.21770,31.239,5,11.080,40.3478,15.2955,69.1964
45.5031,0.5907,0.4531,0.02157,0.76580,44.655,4,93.921,43.4942,24.6473,66.7943
22.5804,0.4529,0.1526,0.00944,0.19313,61.627,3,88.314,45.8851,29.9244,64.9690
46.5698,0.4318,0.2247,0.02112,0.53014,54.759,2,27.707,52.3489,25.9093,60.0342
54.0933,0.4601,0.1644,0.00595,0.11227,80.118,1,94.110,39.8401,16.1451,69.5841
35.4678,0.8861,0.2777,0.00996,0.27688,19.412,4,15.840,41.5153,22.9037,68.3051
23.3127,0.7087,0.2658,0.00401,0.12579,43.678,5,43.252,40.4325,20.9361,69.1317
34.5881,0.7839,0.3520,0.00313,0.10712,26.183,1,30.224,27.0630,15.2927,79.3388
46.4881,0.4055,0.4029,0.00566,0.22229,58.015,2,43.119,42.4396,23.3167,67.5994
44.0818,1.0329,0.4422,0.00537,0.17438,42.040,2,66.203,48.6566,19.9535,62.8531
39.3898,0.7920,0.2363,0.01573,0.38261,95.121,3,41.387,48.8801,31.7407,62.6824
23.3347,0.9432,0.4554,0.01899,0.74756,36.235,5,29.032,30.3714,11.2772,76.8129
54.1183,0.8415,0.2760,0.01468,0.35104,25.176,4,48.496,62.8799,81.8800,51.9943
53.6608,0.4766,0.4055,0.01816,0.67960,56.138,2,44.050,39.6220,24.3569,69.7506
22.2218,0.6282,0.2164,0.01881,0.50977,26.503,2,55.387,31.4356,17.6890,76.0004
45.8922,0.5262,0.4286,0.01744,0.67108,76.103,5,85.375,40.8179,19.0521,68.8375
35.7211,0.9082,0.4464,0.00541,0.19613,31.149,4,63.991,38.4277,22.0218,70.6623
56.5633,0.5253,0.2474,0.02164,0.52134,51.890,5,73.891,37.0380,15.9395,71.7233
33.4119,0.5728,0.2556,0.00458,0.13607,22.453,4,84.578,51.3339,31.7552,60.8091
20.2487,0.5268,0.2766,0.01851,0.63498,9.281,1,43.772,29.7795,19.2151,77.2648
41.0245,0.8198,0.3761,0.02191,0.66969,71.597,1,39.738,26.6936,10.3783,79.6208
22.4596,0.8735,0.2600,0.01993,0.59313,33.759,4,42.037,42.7313,15.8528,67.3768
27.0614,0.6478,0.3859,0.00574,0.22261,27.733,3,47.984,57.9581,57.8040,55.7518
59.7308,0.8812,0.3692,0.02306,0.55641,12.165,1,22.100,30.3202,25.9916,76.8520
49.3524,0.6943,0.2491,0.02292,0.49599,75.590,2,29.440,39.6520,23.9015,69.7276
41.7677,0.7163,0.3326,0.00961,0.31086,6.547,4,14.925,27.8843,11.7318,78.7117
40.8609,1.0975,0.4622,0.01288,0.42686,61.820,5,38.293,64.9840,48.5659,50.3878
22.7092,0.4276,0.3201,0.01181,0.44860,25.457,3,28.043,29.8943,9.1762,77.1772
20.2657,0.5650,0.4892,0.01996,0.86073,83.844,1,25.626,44.5515,25.7360,65.9871
30.9184,0.4568,0.4067,0.02048,0.81380,75.719,2,89.544,45.9664,28.9884,64.9069
36.0149,0.9747,0.4114,0.02061,0.68705,62.390,1,90.850,37.8461,20.9895,71.1064
23.6430,0.7849,0.1623,0.00484,0.09528,94.766,5,82.335,32.9522,15.9381,74.8426
23.7968,0.7066,0.2856,0.00993,0.32774,70.427,2,35.181,38.7557,18.6205,70.4119
56.9382,1.0845,0.4722,0.00481,0.14012,74.339,1,92.534,45.6105,29.4369,65.1786
57.6707,0.7083,0.1942,0.00348,0.06393,73.356,4,12.350,34.0226,27.2574,74.0254
35.0691,0.7455,0.1521,0.00954,0.16319,34.194,2,30.426,36.9807,16.9323,71.7671
27.8355,0.7296,0.3199,0.00728,0.25056,22.129,3,51.046,20.8278,13.7821,84.0990
32.0706,0.6879,0.3135,0.02019,0.66988,55.852,5,85.521,44.8233,23.6128,65.7796
51.8643,1.0283,0.3189,0.00839,0.20645,27.895,2,65.017,33.5008,17.2156,74.4237
57.0190,0.8262,0.4508,0.00450,0.14643,55.506,4,31.065,45.9595,19.8233,64.9122
20.8158,1.0191,0.3494,0.00324,0.11562,5.574,1,44.524,29.1401,9.5930,77.7530
52.2535,0.4544,0.3398,0.00414,0.14455,93.145,1,87.067,35.1235,16.9612,73.1849
51.7937,0.6099,0.1602,0.01470,0.25043,17.640,5,53.568,38.3210,24.2720,70.7438
25.7777,0.5241,0.3547,0.02281,0.77455,27.278,5,6.971,51.7152,35.7713,60.5180
57.0556,0.7184,0.3632,0.02482,0.61834,61.484,4,75.891,32.3876,13.7932,75.2736
40.3098,0.4203,0.4348,0.02177,0.81462,27.319,1,73.799,37.9627,18.0951,71.0173
22.6535,0.6371,0.1851,0.00703,0.16417,8.103,3,83.373,30.8240,11.0851,76.4674
33.7595,0.5895,0.4796,0.00385,0.15659,4.753,1,82.159,42.1934,16.3048,67.7874
30.5637,0.8367,0.4920,0.02293,0.78335,17.567,4,9.185,44.9726,37.9621,65.6656
24.7664,0.9069,0.3118,0.00424,0.14032,66.907,5,6.111,49.6381,14.9756,62.1038
37.3109,0.9198,0.4362,0.01707,0.60506,24.709,2,18.945,38.8001,19.5698,70.3780
52.5480,1.0050,0.3016,0.02453,0.47313,20.774,5,28.751,41.9458,41.8660,67.9764
26.3967,0.6920,0.2402,0.00872,0.24744,46.591,2,75.741,51.0317,35.1551,61.0398
55.9522,0.5400,0.4791,0.00934,0.35547,86.065,5,29.378,51.9222,37.2156,60.3599
23.8205,0.4097,0.4292,0.00857,0.36496,75.968,5,58.444,33.1716,15.1870,74.6751
51.0115,0.6259,0.4841,0.02202,0.75163,50.790,2,53.294,45.8826,17.4460,64.9708
51.1314,0.8670,0.3477,0.01290,0.37326,81.954,5,64.204,36.7574,20.2742,71.9375
20.7033,1.0084,0.4935,0.00575,0.23184,64.077,2,88.281,56.6166,25.4601,56.7760
54.5703,0.5405,0.2763,0.01557,0.44606,8.598,3,64.119,26.5184,14.9339,79.7545
39.1190,0.8637,0.3408,0.01098,0.34616,86.837,2,73.261,42.6413,18.4540,67.4454
44.9176,1.0117,0.4415,0.02388,0.64970,7.466,3,74.264,34.3063,13.8229,73.8088
46.9676,0.4264,0.3237,0.02486,0.70191,49.066,5,74.720,44.0697,15.3494,66.3549
26.0087,0.9514,0.3537,0.02134,0.69771,69.703,4,29.531,34.8127,8.4313,73.4222
46.6959,0.7100,0.3088,0.02162,0.59701,6.238,1,71.736,32.4335,36.3545,75.2386
58.3273,0.7560,0.2062,0.01201,0.22426,81.187,2,37.042,45.4130,29.1961,65.3294
57.3642,0.6292,0.3989,0.00646,0.21982,33.544,3,92.811,44.5193,21.5100,66.0117
58.7527,0.8622,0.3587,0.01223,0.34051,47.370,1,29.731,63.8715,64.1466,51.2372
57.3847,0.9481,0.3174,0.01373,0.33424,11.310,3,81.503,35.6177,18.7779,72.8076
51.3955,0.4320,0.1541,0.01306,0.23875,37.543,3,52.264,45.8810,27.5770,64.9721
45.7836,0.4237,0.4046,0.00592,0.23203,47.838,1,70.641,48.7628,49.2461,62.7719
34.2017,0.5891,0.3263,0.01792,0.62789,15.574,4,56.017,53.3116,67.0588,59.2992
58.4919,0.9730,0.4416,0.02218,0.59109,7.057,5,40.013,33.5749,20.7132,74.3672
37.7910,0.8541,0.2589,0.01347,0.35009,42.633,2,78.582,38.4406,30.5179,70.6525
36.9113,0.5101,0.2723,0.01613,0.50681,76.748,3,12.186,41.4022,32.1184,68.3915
57.8330,0.5384,0.2243,0.01678,0.39462,62.871,4,29.095,51.6242,43.8026,60.5874
37.7077,0.7230,0.4503,0.01551,0.58889,46.919,1,52.118,36.7101,12.4673,71.9737
59.1681,0.5803,0.1633,0.01724,0.29099,37.332,4,35.732,31.8581,18.1471,75.6779
42.6943,0.6811,0.3101,0.02079,0.62329,27.521,3,82.861,61.1996,55.2625,53.2771
54.8338,0.4226,0.1769,0.00763,0.15707,27.348,3,29.587,41.8242,35.6249,68.0693
25.5604,0.6420,0.4319,0.02029,0.81219,8.672,4,7.973,47.5774,18.4896,63.6769
41.4138,0.7825,0.3489,0.02167,0.64992,51.472,3,29.762,36.1669,19.4358,72.3883
37.7546,0.5662,0.4549,0.00774,0.30827,63.347,3,61.842,39.0246,28.8433,70.2066
44.3407,1.0393,0.4815,0.01694,0.56516,16.469,4,22.672,49.1854,24.6773,62.4494
36.2248,0.7545,0.4878,0.02102,0.77406,83.328,2,54.352,34.0815,14.8531,73.9804
48.7252,1.0308,0.2026,0.01684,0.28450,67.941,3,36.395,37.5492,19.6570,71.3330
44.1498,0.4902,0.4995,0.01781,0.72372,29.791,3,92.854,33.9174,22.1676,74.1057
27.4568,0.9824,0.4709,0.02037,0.76569,56.245,4,85.743,31.0465,11.9762,76.2975
25.5086,1.0357,0.1584,0.02002,0.35071,88.750,4,39.314,54.5263,34.7433,58.3718
34.7182,0.6740,0.3336,0.01032,0.35505,46.753,4,78.967,44.4256,25.6479,66.0832
38.8971,0.6240,0.3366,0.01863,0.64053,29.666,2,10.639,29.3702,10.1197,77.5773
23.4267,0.7046,0.3410,0.01223,0.45186,71.951,1,36.136,26.4362,8.7720,79.8172
48.0287,0.9129,0.4725,0.01755,0.59472,45.623,3,32.442,45.6733,36.8027,65.1306
23.6282,0.5924,0.2673,0.01714,0.55473,1.084,5,81.469,37.5600,26.1189,71.3248
32.9144,0.9597,0.4704,0.01524,0.56429,82.744,5,14.612,38.9213,34.7357,70.2855
51.6878,0.8595,0.3032,0.00821,0.21458,36.633,1,49.970,29.7607,23.2121,77.2792
36.1276,0.9643,0.4252,0.00301,0.10526,93.820,1,54.184,59.3183,55.6983,54.7134
36.0272,0.8409,0.2412,0.00547,0.13671,52.121,1,70.597,34.4164,16.7786,73.7248
30.0708,0.6431,0.2625,0.00984,0.29768,52.160,5,16.418,38.7687,15.9700,70.4020
56.6551,0.9760,0.3472,0.01799,0.46481,48.170,4,36.349,46.3207,25.1446,64.6364
57.4825,0.8676,0.3701,0.00999,0.28604,22.546,5,85.594,43.0832,10.0202,67.1081
21.3378,0.4384,0.2160,0.02248,0.56996,15.782,4,61.696,45.7227,23.3700,65.0929
54.6752,0.8941,0.3223,0.01726,0.45149,69.586,1,71.530,53.0821,22.3256,59.4744
29.4245,0.7931,0.3311,0.01949,0.66571,23.171,2,63.523,34.8287,20.1352,73.4100
37.0123,0.7936,0.2048,0.00530,0.11522,71.449,1,95.127,45.2180,28.1512,65.4782
30.1301,0.9550,0.2166,0.01395,0.31971,19.079,4,18.182,34.2900,13.0656,73.8212
21.1612,0.5791,0.1917,0.01332,0.32948,29.623,1,10.538,36.3889,26.3203,72.2189
25.2114,0.5653,0.4602,0.01042,0.43653,51.037,2,64.719,45.2496,19.1152,65.4541
38.0114,1.0194,0.2140,0.02466,0.40467,16.991,5,16.113,34.1515,21.9124,73.9270
31.5309,0.7075,0.2825,0.01667,0.51759,44.216,1,92.282,94.7941,184.9045,27.6293
20.4988,0.4310,0.2158,0.00822,0.23516,90.311,4,29.848,36.4224,21.5374,72.1932
32.8826,0.9756,0.4817,0.01626,0.60367,78.546,5,60.729,51.4563,28.6454,60.7156
26.4853,0.8286,0.2774,0.02372,0.61244,16.548,5,35.368,42.8852,20.5685,67.2593
31.5875,0.4577,0.4639,0.00671,0.28163,75.187,3,17.906,34.7744,17.5038,73.4515
36.4988,0.4176,0.2550,0.01216,0.37677,66.842,2,64.555,37.7408,27.3170,71.1867
42.6702,0.9576,0.1626,0.02422,0.30760,26.716,1,73.105,66.4205,91.2135,49.2912
48.8847,0.4759,0.1774,0.02477,0.41137,17.127,5,38.601,48.0275,31.1475,63.3333
59.0246,1.0997,0.2734,0.00441,0.08323,81.007,4,58.297,60.0433,46.5718,54.1599
30.3913,0.6499,0.3876,0.00301,0.11489,15.480,2,43.911,47.5209,20.0905,63.7201
40.3243,0.4484,0.2268,0.01648,0.44904,4.062,1,60.875,20.1319,8.9099,84.6303
58.4054,0.6367,0.3918,0.02354,0.66862,60.636,1,47.766,42.9289,12.5549,67.2258
35.3267,0.6864,0.1828,0.00490,0.10172,70.840,1,53.325,55.7850,50.2302,57.4108
25.2330,0.8743,0.2019,0.00329,0.07630,57.306,5,37.216,34.2666,9.5880,73.8391
41.0369,0.6585,0.3284,0.00314,0.10360,3.598,3,90.814,28.1069,18.2371,78.5417
26.0762,0.9507,0.2828,0.02260,0.60202,25.738,4,17.819,35.9830,15.2628,72.5287
37.2757,0.5556,0.4533,0.01615,0.64613,47.326,1,65.059,33.8790,11.2155,74.1351
44.2516,0.9767,0.4738,0.01864,0.63383,16.493,3,69.975,50.1486,28.4099,61.7140
31.5352,0.4515,0.4809,0.00779,0.32971,79.090,4,75.953,27.8109,9.5943,78.7678
27.5285,0.9299,0.4705,0.01101,0.42612,42.501,4,16.958,26.2361,14.4970,79.9700
39.2835,1.0852,0.2953,0.01956,0.50443,20.673,4,25.235,40.5941,20.5878,69.0084
29.1923,0.7156,0.1789,0.01201,0.25285,25.273,4,15.678,28.5422,13.5910,78.2095
21.9125,1.0603,0.3552,0.00638,0.22552,32.981,1,67.440,42.3923,25.6259,67.6356
48.9167,0.4046,0.2895,0.01392,0.45554,58.244,2,42.986,38.0121,20.8708,70.9796
52.5908,0.6168,0.2980,0.01070,0.31463,69.549,1,84.091,42.4667,19.6837,67.5787
47.6745,0.4340,0.2447,0.00666,0.18922,0.721,2,76.935,41.2880,17.7592,68.4786
36.9252,0.5316,0.3057,0.01183,0.40035,27.690,2,64.845,41.6781,14.1872,68.1808
22.6392,0.8652,0.4696,0.01341,0.54143,25.139,5,26.699,51.9174,44.9064,60.3636
40.9538,0.6394,0.2045,0.01041,0.23540,24.346,4,43.617,44.3958,28.6975,66.1059
35.9005,0.6315,0.3255,0.00399,0.13619,19.522,2,74.035,32.6566,17.5459,75.0683
56.7116,0.6427,0.4929,0.01988,0.72698,41.628,3,45.931,40.6134,24.4684,68.9936
36.1725,0.5396,0.2700,0.02237,0.61964,92.375,5,15.971,35.6959,21.1686,72.7479
47.5939,0.8000,0.1746,0.01560,0.26579,56.476,5,55.779,47.4706,18.8888,63.7585
27.4094,0.7817,0.4182,0.01704,0.65899,65.074,3,67.684,36.9391,18.1104,71.7988
34.9355,0.4570,0.3968,0.02238,0.79676,12.007,2,20.233,42.7880,25.0716,67.3334
48.4510,1.0714,0.1704,0.00974,0.13766,9.108,2,37.635,40.7377,22.2234,68.8987
27.2246,1.0099,0.3395,0.00709,0.23532,20.194,1,46.538,46.9313,33.3864,64.1702
39.3132,0.7122,0.2526,0.00799,0.21385,19.005,4,40.180,32.2490,12.1506,75.3795
47.5056,1.0553,0.2893,0.01839,0.43101,6.590,4,6.573,38.5296,15.7435,70.5845
28.8529,0.9316,0.3312,0.01546,0.50933,37.871,5,68.270,55.7836,29.8133,57.4119
57.2299,0.4854,0.4723,0.01744,0.67330,23.415,5,16.648,58.5090,36.2089,55.3313
20.1197,0.9866,0.3355,0.00769,0.27191,79.375,1,65.735,32.8536,6.8890,74.9179
41.1151,0.9793,0.4048,0.01394,0.45516,44.153,2,14.098,32.4190,25.5858,75.2497
25.3466,1.0014,0.3008,0.00858,0.26854,8.215,3,8.674,33.4800,17.2364,74.4396
20.2076,0.5420,0.4006,0.01416,0.58538,31.379,2,79.550,36.7405,20.2437,71.9504
34.0789,0.5010,0.3796,0.01167,0.45315,88.133,3,33.426,29.2177,15.2982,77.6937
24.2850,0.4631,0.2977,0.01854,0.66558,38.327,3,43.274,35.8391,15.0869,72.6386
46.6551,0.7583,0.2058,0.00995,0.20392,25.023,4,51.329,38.5165,21.9442,70.5945
26.5774,0.4977,0.1928,0.01686,0.41572,37.359,1,74.388,34.7470,22.8104,73.4724
43.0597,0.7490,0.4611,0.01898,0.69954,31.286,3,25.215,36.8205,20.0122,71.8893
58.2285,0.8094,0.2544,0.00902,0.19754,76.429,1,52.736,31.7226,19.0340,75.7813
57.7553,0.6494,0.3305,0.00354,0.10674,6.318,5,49.038,43.1694,36.8383,67.0422
55.9085,0.8998,0.2843,0.01501,0.34872,77.662,1,58.328,48.8786,25.7536,62.6836
52.1120,0.9466,0.4475,0.02034,0.63460,68.521,1,73.677,55.2027,40.9805,57.8554
25.9133,0.5635,0.4285,0.01012,0.41594,93.253,5,7.019,47.6809,29.4802,63.5980
50.6687,0.6850,0.2664,0.02500,0.52351,4.725,2,60.922,32.6280,18.0735,75.0901
20.5849,0.9799,0.3218,0.01852,0.63745,77.673,2,76.637,33.2283,17.0997,74.6318
50.5339,0.6945,0.2002,0.01033,0.20771,49.135,5,74.357,42.6099,25.2908,67.4694
37.4380,0.7151,0.3480,0.01801,0.61561,75.026,5,92.082,46.8370,19.2232,64.2422
33.0534,0.7341,0.3865,0.00418,0.15374,28.446,3,87.800,38.9629,19.8884,70.2537
25.8178,0.8136,0.1950,0.01916,0.43546,11.189,4,95.719,31.7336,17.3873,75.7730
38.2537,0.7925,0.2945,0.01735,0.51235,15.993,2,82.787,37.5534,32.3583,71.3298
56.6013,0.7718,0.3442,0.00776,0.22541,58.452,5,25.096,23.6221,8.3735,81.9657
31.2921,0.6282,0.2944,0.01917,0.63038,91.104,3,88.344,33.1680,14.3060,74.6779
54.2715,0.5861,0.4037,0.01159,0.41123,14.301,3,66.914,30.4393,19.5175,76.7611
31.4696,0.9960,0.2231,0.02087,0.45736,40.347,1,67.791,33.2947,21.3822,74.5811
36.6028,0.9016,0.2258,0.00586,0.13354,88.166,4,73.311,43.8772,32.3465,66.5019
46.5336,0.8764,0.1521,0.00805,0.11725,38.640,4,91.883,39.1471,18.7663,70.1131
33.3402,0.6547,0.4317,0.02406,0.78124,52.867,3,16.291,51.8901,43.1873,60.3844
39.2123,0.6120,0.2297,0.00597,0.15379,62.234,3,21.613,24.1289,9.3547,81.5787
33.5821,1.0503,0.3402,0.00402,0.12418,87.438,5,6.943,28.2084,10.1732,78.4642
24.5387,0.6998,0.4596,0.01659,0.68002,38.432,1,30.127,35.9627,18.1217,72.5442
20.9560,0.9023,0.4289,0.01813,0.71863,90.762,3,49.473,41.1004,31.2314,68.6218
27.1777,0.5702,0.1635,0.00952,0.19590,47.911,3,93.780,32.4379,14.6845,75.2353
42.3427,0.8076,0.3749,0.02178,0.66561,30.419,5,61.666,27.5924,18.2105,78.9345
33.8272,0.9584,0.3165,0.00558,0.16912,58.519,2,50.982,48.9848,32.3553,62.6025
58.6106,0.8838,0.2647,0.00809,0.17390,81.398,1,20.525,48.2020,43.5890,63.2001
52.8996,0.8730,0.3767,0.01389,0.41563,56.807,3,58.674,59.7871,52.7522,54.3555
40.4118,1.0490,0.3441,0.01815,0.52712,26.641,5,30.790,58.4570,50.1125,55.3709
48.1326,0.8144,0.2568,0.01823,0.43808,90.564,5,54.321,53.1572,27.8281,59.4171
37.9523,0.9383,0.1664,0.01672,0.27820,78.669,4,61.581,44.5956,26.2727,65.9534
45.1993,0.8586,0.4314,0.02090,0.68276,86.362,1,6.484,45.1922,29.0948,65.4980
46.9338,0.5092,0.3813,0.01706,0.62951,5.734,4,50.916,31.0192,19.4794,76.3183
37.0572,0.9832,0.4212,0.01449,0.49727,11.799,4,72.798,28.5819,17.1890,78.1791
29.6761,0.5029,0.2739,0.01762,0.57717,90.980,4,50.457,32.2402,12.1774,75.3862
50.7658,0.4815,0.2146,0.01239,0.30069,65.045,2,32.031,48.7419,40.9402,62.7879
41.5409,0.4496,0.2406,0.00950,0.27111,46.658,4,36.808,39.3865,16.5699,69.9303
28.6033,0.6093,0.1989,0.00823,0.19910,55.664,1,71.660,28.4779,9.9267,78.2585
46.7570,0.6809,0.3176,0.01205,0.37220,24.276,3,45.602,40.9994,23.6148,68.6990
34.7796,0.4470,0.2937,0.01134,0.38862,54.976,1,89.171,42.2340,28.0933,67.7564
58.6164,0.5379,0.3260,0.01094,0.34700,3.787,5,87.115,28.1312,17.1805,78.5232
42.5635,0.4678,0.2000,0.02094,0.47670,83.479,5,42.877,31.5308,12.4148,75.9278
33.9373,0.6761,0.2608,0.01440,0.41747,3.308,3,63.104,36.3079,22.6694,72.2807
25.0554,0.9523,0.2874,0.02249,0.61518,50.112,2,90.675,47.7172,19.3185,63.5702
28.8581,0.7763,0.3250,0.01472,0.50169,84.775,3,24.200,37.1231,19.3483,71.6583
26.3513,0.6570,0.1794,0.00768,0.16881,65.018,2,94.853,39.6156,17.6829,69.7554
30.6516,0.5346,0.3579,0.01246,0.47376,10.871,5,12.454,36.6377,13.7163,72.0289
38.8410,0.7702,0.3160,0.00386,0.12046,10.341,2,62.381,56.2591,37.4419,57.0489
56.7940,0.4960,0.2644,0.02030,0.56118,14.522,2,62.698,32.0495,15.4488,75.5317
26.9566,0.7807,0.3727,0.01553,0.57598,64.374,2,68.543,53.7589,38.5835,58.9577
59.4718,0.6215,0.3898,0.01709,0.57151,65.861,3,62.736,46.9564,46.1818,64.1511
29.9389,1.0638,0.3618,0.02031,0.66119,21.433,4,27.329,36.0235,18.2890,72.4978
48.3375,0.4145,0.3296,0.01661,0.58931,92.167,1,44.399,34.8414,12.0117,73.4003
38.2451,0.8782,0.1930,0.00312,0.06104,15.714,5,94.551,41.2068,26.8751,68.5406
34.7203,0.6599,0.3550,0.00604,0.21594,56.528,3,93.265,41.9335,14.3638,67.9858
57.4694,0.5794,0.3137,0.02187,0.60679,74.488,1,55.279,29.9670,10.5671,77.1216
23.7587,0.5597,0.4303,0.01121,0.46538,74.551,2,35.589,37.7084,30.4544,71.2115
25.6025,0.7212,0.3379,0.00972,0.35115,0.165,5,86.042,37.0595,21.9486,71.7069
45.3735,0.6702,0.2259,0.01254,0.29673,11.457,3,95.777,43.1062,26.9745,67.0905
27.9107,0.9827,0.4000,0.01087,0.39276,46.037,4,15.318,61.8298,74.3035,52.7960
55.1238,0.8011,0.4087,0.00632,0.20217,49.244,4,49.361,36.7736,25.2106,71.9252
43.0848,0.7087,0.1868,0.00927,0.18314,3.529,1,12.764,28.3454,16.8353,78.3597
24.3168,0.7691,0.1924,0.02098,0.46106,77.275,1,23.267,58.8943,34.5145,55.0370
32.2342,0.7561,0.2884,0.02248,0.61713,4.992,5,35.105,27.8100,15.2325,78.7684
49.3099,0.4273,0.3414,0.02013,0.71722,19.376,5,32.665,38.1948,14.5086,70.8401
53.6501,0.6977,0.4840,0.02463,0.72144,70.679,1,59.654,33.2648,21.4496,74.6040
26.0963,0.5707,0.2802,0.01410,0.46885,17.117,1,87.773,46.4255,27.6046,64.5564
30.2471,0.6699,0.4564,0.00997,0.39960,39.289,4,31.486,57.1632,43.4702,56.3586
46.1576,0.7098,0.3707,0.02344,0.67236,72.034,1,30.190,35.1990,18.5050,73.1273
38.4232,0.8021,0.2686,0.01910,0.52119,63.110,4,78.298,49.8274,30.3461,61.9592
49.7491,0.9666,0.4907,0.01043,0.34567,21.950,3,25.440,75.0973,61.8029,42.6669
31.1699,0.4006,0.2183,0.02269,0.55800,25.041,2,32.701,35.9475,16.0775,72.5559
47.9881,0.8242,0.2943,0.00841,0.22596,34.496,4,61.533,38.9585,16.0780,70.2571
49.1971,0.4270,0.3674,0.00647,0.24100,43.775,5,61.930,34.1713,20.8989,73.9119
27.3879,0.4993,0.4294,0.00527,0.21829,92.730,5,45.191,46.1140,23.5770,64.7942
24.0780,0.5731,0.3741,0.01020,0.40280,95.951,2,91.628,26.8281,10.1461,79.5180
26.1857,0.6301,0.4858,0.01565,0.65202,29.948,1,69.819,32.2254,14.2833,75.3975
47.2082,0.9916,0.4786,0.00920,0.30516,83.068,5,65.457,38.2088,21.0516,70.8294
48.7077,0.8843,0.3013,0.01991,0.52426,55.540,1,29.685,41.5888,26.5712,68.2490
42.4702,1.0168,0.3192,0.01545,0.42240,78.226,5,26.725,58.7426,47.8184,55.1529
48.8522,0.7592,0.4204,0.00958,0.32913,6.004,5,42.629,32.2602,16.1163,75.3709
38.6401,0.5481,0.2107,0.02298,0.49199,67.475,5,63.303,29.6608,10.5952,77.3555
39.9690,0.8289,0.1676,0.01338,0.23129,15.820,3,62.875,62.0466,21.3912,52.6305
